chengshi,yijiquyu,xiaoqumingcheng,xiaoqujunjia,jiagezoushi,quyushangquan,xiangxidizhi,jianzhuleixing,wuyefeiyong,chanquanleibie,rongjilv,zonghushu,lvhualv,jianzhuniandai,tingchewei,kaifashang,wuyegongsi,zaizushu,zaishoushu,community_url,bd_lon,bd_lat,wgs_lon,wgs_lat,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,min_time_gaoxiao,count_gaoxiao,min_time_yiyuan,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,min_time_xiuxian,count_xiuxian,gcj_lon,gcj_lat,amaplonlat
宜昌,西陵,东山生活小区,0,0.0,西陵 CBD,东山大道84号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,19,4,//yichang.ganji.com/xiaoqu/dongshanshenghuoxiaoqu/,111.30046840223864,30.71742468595095,111.288210927469,30.714163631637483,26,570,1,311,4,10000,0,329,1,151,4,159,7,870,2,111.29388919266414,30.711744364572162,"111.29388919266414,30.711744364572162"
宜昌,东山,东山天惠城,5205,-1.679,东山 东山花园,发展大道41号,高层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2007年,暂无数据,宜昌鑫昌大市场有限责任公司,宜昌市恒基物业有限公司,57,24,//yichang.ganji.com/xiaoqu/dongshantianhuicheng/,111.3335013416043,30.721814314107384,111.3212227194063,30.71822666375612,244,10000,0,10000,0,10000,0,10000,0,1004,0,748,1,10000,0,111.32699112456781,30.715867693567276,"111.32699112456781,30.715867693567276"
宜昌,西陵,东山小学宿舍,9107,0.0,西陵 CBD,东山大道163-2号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,13,0,//yichang.ganji.com/xiaoqu/dongshanxiaoxuesushe/,111.31460494621862,30.69281886906768,111.30232752495077,30.6895363620784,562,365,3,0,2,369,3,897,1,982,0,818,3,1333,0,111.30804006525199,30.687128415099107,"111.30804006525199,30.687128415099107"
宜昌,东山,东山巡警小区,7378,-1.09,东山 东山花园,发展大道3号,小高层,0.00元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,1997年,暂无数据,暂无数据,巡警小区物业管理办公室,46,8,//yichang.ganji.com/xiaoqu/dongshanxunjingxiaoqu/,111.31852200739488,30.711386900323753,111.30623600345264,30.70805266720071,136,844,2,716,1,1569,0,377,1,507,1,481,4,673,1,111.3119608999616,30.70566051755888,"111.3119608999616,30.70566051755888"
宜昌,西陵,东苑小区,6666,7.969,西陵 CBD,汕头路19号,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,45,11,//yichang.ganji.com/xiaoqu/dongyuanxiaoqu497e/,111.33780161991113,30.71671441913724,111.32553655991545,30.71304737380824,40,1629,0,1204,0,10000,0,10000,0,628,1,903,0,10000,0,111.33131690287968,30.710694159248895,"111.33131690287968,30.710694159248895"
宜昌,东山,东苑新城,8194,1.982,东山 东山花园,汕头路19号,小高层,0.80元/平米/月,商品房住宅,1.80,暂无数据,暂无数据,2008年,暂无数据,宜昌市康家房地产开发有限责任公司,暂无数据,136,26,//yichang.ganji.com/xiaoqu/dongyuanxinchengZWkG/,111.33780161991113,30.71671441913724,111.32553655991545,30.71304737380824,40,1629,0,1204,0,10000,0,10000,0,628,1,903,0,10000,0,111.33131690287968,30.710694159248895,"111.33131690287968,30.710694159248895"
宜昌,当阳,东正街51号小区,4242,-13.211,长坂路 当阳城区,东正街51-37号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,0,2,//yichang.ganji.com/xiaoqu/dongzhengjie51haoxiaoqu4K92/,111.80335887080112,30.832523992883118,111.79103941122867,30.829165131392696,56,237,4,444,2,10000,0,498,1,508,8,179,12,406,5,111.79681264505635,30.826740428859907,"111.79681264505635,30.826740428859907"
宜昌,宜都,都市1号,7104,4.826,宜都市区 长江大道,园林大道112号,高层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,37,0,//yichang.ganji.com/xiaoqu/doushi1hao37B0/,111.46971005862402,30.390318791207438,111.45741859831085,30.38655804657321,203,724,5,453,1,10000,0,10000,0,754,3,747,8,743,3,111.46324974999085,30.384100478582504,"111.46324974999085,30.384100478582504"
宜昌,西陵,都市奥园,0,0.0,西陵 白龙岗,胜利四路477号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,10,0,//yichang.ganji.com/xiaoqu/doushiaoyuan585m/,111.31121177681578,30.703610907616135,111.29893589282175,30.700348352041317,31,395,2,1039,0,955,0,10000,0,182,6,172,19,1199,0,111.30464024132816,30.697939612056956,"111.30464024132816,30.697939612056956"
宜昌,西陵,都市奥苑,10400,-1.004,西陵 步行街,胜利四路,高层,1.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2008年,配有地上停车位,宜昌市经济适用房开发管理中心,享安物业管理有限公司,43,0,//yichang.ganji.com/xiaoqu/doushiaoyuan/,111.31121177681578,30.703610907616135,111.29893589282175,30.700348352041317,31,395,2,1039,0,955,0,10000,0,182,6,172,19,1199,0,111.30464024132816,30.697939612056956,"111.30464024132816,30.697939612056956"
宜昌,西陵,都市家园,13676,-4.389,西陵 CBD,东山大道96号,多层|小高层|高层,0.55元/平米/月,商品房住宅,2.35,暂无数据,暂无数据,2005年,200个,暂无数据,都市家园物业,102,32,//yichang.ganji.com/xiaoqu/doushijiayuanIXiX/,111.30100190588102,30.71239565653731,111.28874704947792,30.70914018008451,72,462,1,295,5,963,0,396,1,366,8,360,19,436,4,111.29442617814776,30.706719276657363,"111.29442617814776,30.706719276657363"
宜昌,长阳,都市金典,5376,0.0,长阳 龙舟大道,向王街21号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,5,0,//yichang.ganji.com/xiaoqu/doushijindian/,111.19755313318251,30.470875339593324,111.18538412151472,30.46764754574351,1094,731,1,1699,0,10000,0,455,1,141,1,195,5,10000,0,111.19099034980513,30.465158352348297,"111.19099034980513,30.465158352348297"
宜昌,伍家岗,中南皇庭,11873,-3.061,伍家岗 中南路,夷陵大道,高层,1.90元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,宜昌慈馨庭置业有限责任公司,暂无数据,208,2,//yichang.ganji.com/xiaoqu/zhongnanhuangting/,111.3311640404979,30.673189848661295,111.31888829610128,30.66967020882218,139,474,1,352,1,10000,0,1029,0,284,4,284,4,10000,0,111.32464575778879,30.66728390123125,"111.32464575778879,30.66728390123125"
宜昌,伍家岗,都市田园,8877,-2.56,伍家岗 五一广场,桔城路3号,多层|小高层|高层,0.00元/平米/月,商品房住宅,2.55,暂无数据,暂无数据,2007年,287个，地下100个，地上187个,宜昌市经济适用住房开发管理中心,宜昌合田物业有限责任公司,137,51,//yichang.ganji.com/xiaoqu/doushitianyuan6yq7/,111.3662482604956,30.655736756385345,111.35397914566481,30.651731036061488,188,924,0,2008,0,10000,0,309,2,546,1,231,3,231,1,111.35983033047334,30.649399989313583,"111.35983033047334,30.649399989313583"
宜昌,东山,都市心海岸,9106,-1.618,东山 东山花园,城东大道,多层|高层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2006年,暂无数据,湖北大都置业有限公司,东山花园物业管理委员会,62,3,//yichang.ganji.com/xiaoqu/doushixinhaian2t72/,111.28052183471176,30.652114157496793,111.26835887510839,30.648653718123136,574,10000,0,360,1,10000,0,10000,0,935,0,10000,0,10000,0,111.27398980048677,30.646180406487563,"111.27398980048677,30.646180406487563"
宜昌,西陵,杜家坝小区,7576,-4.499,西陵 东门,宜昌市西陵区港窑路54号,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,东山建设发展总公司,宜昌万年物业管理有限责任公司,14,13,//yichang.ganji.com/xiaoqu/dujiabaxiaoqu/,111.3303710163937,30.699869899819387,111.31810332588775,30.696355931467536,64,1165,0,414,1,1682,0,10000,0,81,4,148,2,10000,0,111.32386085688022,30.693980452684904,"111.32386085688022,30.693980452684904"
宜昌,西陵,多卡住宅小区,8966,-0.134,西陵 CBD,东湖一路25号,小高层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,77,12,//yichang.ganji.com/xiaoqu/duokazhuzhaixiaoqu/,111.29665401738218,30.720157894865967,111.28441012239335,30.716873369791916,119,578,3,369,4,10000,0,701,3,458,5,381,9,882,2,111.29007965616942,30.714449974191027,"111.29007965616942,30.714449974191027"
宜昌,西陵,二马路7号小区,0,0.0,西陵 CBD,二马路7号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3,8,//yichang.ganji.com/xiaoqu/ermalu7haoxiaoqu/,111.29398815564566,30.700407540039468,111.28177204474333,30.69711391864041,134,406,4,485,3,1093,0,160,2,98,14,67,16,817,2,111.28743390452445,30.694677461504366,"111.28743390452445,30.694677461504366"
宜昌,夷陵,二十二公司小区,5626,-10.206,夷陵 虾子沟,望江路,多层|小高层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,1985年,配有地上停车位,暂无数据,暂无数据,73,11,//yichang.ganji.com/xiaoqu/ershiergongsixiaoqu/,111.30530398079885,30.76655989112066,111.29300110955381,30.763275747508427,431,1616,0,762,2,10000,0,652,1,203,3,203,1,10000,0,111.29869547459158,30.76088859887452,"111.29869547459158,30.76088859887452"
宜昌,秭归,二中宿舍,3515,-8.249,秭归 平湖大道,天问路8号,小高层,0元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,7,0,//yichang.ganji.com/xiaoqu/erzhongsushedK1f/,110.97471596498589,30.832274835915094,110.9629568640228,30.82879944816654,35,0,2,640,1,1238,0,926,0,440,3,715,2,377,1,110.96822002584618,30.826309412301914,"110.96822002584618,30.826309412301914"
宜昌,夷陵,繁荣世家,8413,8.249,夷陵 十字街,东湖大道20号,高层|超高层,1.50元/平米/月,商品房住宅,2.60,暂无数据,31%,2016年,暂无数据,宜昌盘石置业有限公司,鑫源物业有限公司,124,7,//yichang.ganji.com/xiaoqu/fanrongshijia/,111.33008301964719,30.7712819054864,111.31777634186959,30.767728789320937,298,1084,0,349,2,10000,0,485,2,132,1,498,8,10000,0,111.32353916059321,30.76538830658203,"111.32353916059321,30.76538830658203"
宜昌,西陵,飞鹤花园,10965,-4.695,西陵 CBD,绿萝路3号,多层|小高层|高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2004年,配有地上停车位,暂无数据,暂无数据,316,64,//yichang.ganji.com/xiaoqu/feihehuayuan/,111.30488492127846,30.713005981473135,111.29261649419367,30.7097566757893,205,672,1,491,3,973,0,805,1,603,5,465,12,646,2,111.29830525734842,30.707342029548595,"111.29830525734842,30.707342029548595"
宜昌,远安,飞龙路2号小区,4310,-8.653,远安 鸣凤大道,飞龙路2号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2,0,//yichang.ganji.com/xiaoqu/feilonglu2haoxiaoqu/,111.65163060289254,31.067797694575034,111.63941753961197,31.064435860131066,100,660,3,75,2,10000,0,251,2,258,3,300,5,1012,0,111.64507996891996,31.062040513723034,"111.64507996891996,31.062040513723034"
宜昌,宜都,丰岛花园,5492,1.531,宜都市区 长江大道,城河大道12号,多层|高层,0.55元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,24,0,//yichang.ganji.com/xiaoqu/fengdaohuayuank4sq/,111.46469957998099,30.401125532405473,111.45237522295288,30.397424790520517,76,456,3,580,1,10000,0,177,1,296,6,296,4,970,0,111.45821893209781,30.394981271790883,"111.45821893209781,30.394981271790883"
宜昌,夷陵,丰豪名都,6343,-2.503,夷陵 长江市场,锦江大道6号,多层,0.60元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2010年,配有地上停车位,暂无数据,暂无数据,212,4,//yichang.ganji.com/xiaoqu/fenghaomingdou/,111.30817325842828,30.773770156434228,111.2958674407163,30.77047833002097,150,1393,0,1106,0,10000,0,985,0,136,2,546,2,10000,0,111.30156979105021,30.768099596730245,"111.30156979105021,30.768099596730245"
宜昌,远安,丰合苑小区,5980,0.0,远安 鸣凤大道,丰合苑小区,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2,0,//yichang.ganji.com/xiaoqu/fengheyuanxiaoqugwE4/,0,0,-0.00650455831441379,-0.00600417360719818,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,-0.00650455831441379,-0.00600417360719818,"-0.00650455831441379,-0.00600417360719818"
宜昌,伍家岗,丰源小区,8071,-4.975,伍家岗 杨岔路,夷陵大道234号,多层,0.20元/平米/月,商品房住宅,2.20,暂无数据,暂无数据,1996年,配有地上和地下停车位,暂无数据,暂无数据,88,12,//yichang.ganji.com/xiaoqu/fengyuanxiaoquXuvJ/,111.32394714386128,30.680279597572582,111.3116665845003,30.676883986660027,160,971,0,672,1,10000,0,10000,0,424,1,703,2,1079,0,111.31740403200708,30.674487239893597,"111.31740403200708,30.674487239893597"
宜昌,伍家岗,丰泽东方城,8805,3.278,伍家岗 宝塔河,东山大道347号,多层|小高层,0.80元/平米/月,商品房住宅,2.70,暂无数据,暂无数据,2005年,240,丰泽实业公司,丰泽实业公司,101,19,//yichang.ganji.com/xiaoqu/fengzedongfangcheng/,111.33662133630156,30.67205247371909,111.32435487062035,30.668428381177108,207,664,1,849,1,10000,0,498,1,274,3,274,3,10000,0,111.33012792956661,30.66605200697162,"111.33012792956661,30.66605200697162"
宜昌,东山,风和日丽小区,7737,-1.58,东山 南苑,港窑路26号,多层|小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2002年,暂无数据,无,宜昌荆楚物业管理有限公司,33,13,//yichang.ganji.com/xiaoqu/fengherilixiaoqu/,111.32532191061377,30.69332466635506,111.31304764078425,30.689902547150723,169,1008,0,1039,0,1052,0,1286,0,246,3,378,3,10000,0,111.31879014407724,30.687514418880248,"111.31879014407724,30.687514418880248"
宜昌,宜都,枫相树小区,4000,-13.044,宜都 宜都市区,宜华大道,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,5,2,//yichang.ganji.com/xiaoqu/fengxiangshuxiaoqu/,111.45903163153524,30.35973676115365,111.44669783872747,30.356132257988534,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,111.45254988243842,30.353694262530677,"111.45254988243842,30.353694262530677"
宜昌,远安,凤德路24号小区,4430,0.0,远安 鸣凤大道,凤德路24号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3,0,//yichang.ganji.com/xiaoqu/fengdelu24haoxiaoqu/,111.6497341209609,31.06410920524048,111.63753389761713,31.06072853225157,74,806,3,128,3,10000,0,516,2,255,3,346,7,900,1,111.6431921584008,31.058328042456978,"111.6431921584008,31.058328042456978"
宜昌,长阳,凤凰广场,5230,6.474,长阳 龙舟大道,龙舟大道,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,6,0,//yichang.ganji.com/xiaoqu/fenghuangguangchangK006/,111.17702074380205,30.49668725137113,111.16479473129081,30.493422047548542,10000,10000,0,680,1,10000,0,10000,0,138,2,0,2,10000,0,111.17043007029989,30.49097771145736,"111.17043007029989,30.49097771145736"
宜昌,远安,凤祥苑,5000,13.045,远安 鸣凤大道,鸣凤山路27-1号,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1,0,//yichang.ganji.com/xiaoqu/fengxiangyuan7299/,111.63340549957597,31.06513789142545,111.6213083126197,31.061511194457555,106,10000,0,1579,0,10000,0,10000,0,507,7,521,1,1493,0,111.62693763527268,31.059088627703773,"111.62693763527268,31.059088627703773"
宜昌,远安,凤翔路183号小区,5325,17.697,远安 鸣凤大道,凤翔路183号,多层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1,0,//yichang.ganji.com/xiaoqu/fengxianglu183haoxiaoqu/,111.64571406905792,31.070271979949624,111.63353404497862,31.066834543916492,0,5,3,760,3,10000,0,726,1,584,3,239,6,342,1,111.63918496610535,31.064431297383038,"111.63918496610535,31.064431297383038"
宜昌,西陵,福安家园,6838,-0.537,西陵 东门,港窑路29号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,16,1,//yichang.ganji.com/xiaoqu/fuanjiayuanWY28/,111.32601989399501,30.69738197206787,111.31374625153853,30.69394638072672,368,724,1,1035,0,1124,0,1851,0,401,2,595,3,10000,0,111.31949109721587,30.69156147008914,"111.31949109721587,30.69156147008914"
宜昌,西陵,福桂苑,8333,0.349,西陵 东门,木桥街4号,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,21,7,//yichang.ganji.com/xiaoqu/fuguiyuan2N50/,0,0,-0.00650455831441379,-0.00600417360719818,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,-0.00650455831441379,-0.00600417360719818,"-0.00650455831441379,-0.00600417360719818"
宜昌,东山,福海花园,7421,-1.511,东山 东山花园,深圳路16号,多层|小高层,0.00元/平米/月,商品房住宅,2.80,暂无数据,暂无数据,2002年,暂无数据,暂无数据,业主委员会自管,71,36,//yichang.ganji.com/xiaoqu/fuhaihuayuan1a7L/,111.32004750981191,30.712212395293378,111.30776113260524,30.708858272716483,172,534,2,394,1,1214,0,67,1,335,2,338,6,530,1,111.31349035163004,30.70646929995576,"111.31349035163004,30.70646929995576"
宜昌,西陵,福海小区,9119,-8.556,西陵 CBD,四新路41号,多层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,10,1,//yichang.ganji.com/xiaoqu/fuhaixiaoqu912g/,111.29168854384523,30.70502837058745,111.27948269850663,30.70170869945897,187,130,4,271,3,1202,0,206,5,302,16,122,13,384,3,111.28513994685872,30.699271496325792,"111.28513994685872,30.699271496325792"
宜昌,秭归,福康家园,4704,9.781,秭归 平湖大道,长宁三路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,秭归县住房和城乡建设局,暂无数据,4,0,//yichang.ganji.com/xiaoqu/fukangjiayuanKikh/,110.97888194661897,30.832658261395284,110.96712586329392,30.829098945361796,459,797,2,714,1,1001,0,919,0,542,1,633,3,446,1,110.97240584390646,30.826620290711585,"110.97240584390646,30.826620290711585"
宜昌,西陵,福沁园,8790,-1.619,西陵 CBD,西陵二路,多层|小高层,1.00元/平米/月,商品房住宅,2.80,暂无数据,暂无数据,2000年,配有地上停车位,暂无数据,暂无数据,33,5,//yichang.ganji.com/xiaoqu/fuqinyuan/,111.29584105089565,30.71540556153428,111.28360577577052,30.712118385888143,228,756,1,682,4,10000,0,707,1,88,7,305,12,402,3,111.28927305629765,30.709691571166505,"111.28927305629765,30.709691571166505"
宜昌,伍家岗,福泰华府,9744,11.078,伍家岗 万达,东山大道239号,多层,0.00元/平米/月,商品房住宅,2.20,暂无数据,暂无数据,2005年,配有地上停车位,暂无数据,暂无数据,68,20,//yichang.ganji.com/xiaoqu/futaihuafu/,111.32068638469063,30.688203684833432,111.30840733624906,30.684853679773195,178,916,0,1008,0,1132,0,702,1,512,2,512,1,1049,0,111.31413628144226,30.68245453786349,"111.31413628144226,30.68245453786349"
宜昌,伍家岗,福星惠誉金色华府,7167,-0.28,伍家岗 东站,"花溪路,近柏临河路",高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,997,0,//yichang.ganji.com/xiaoqu/fuxinghuiyujinsehuafu/,111.49934918180686,30.728286072579927,111.48714117866777,30.724448146196533,123,315,1,745,2,10000,0,533,1,453,2,221,1,10000,0,111.4929189619534,30.72202384528808,"111.4929189619534,30.72202384528808"
宜昌,长阳,福园小区,6310,7.04,长阳 龙舟大道,龙舟大道30号,高层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,39,0,//yichang.ganji.com/xiaoqu/fuyuanxiaoqu5B6Y/,111.21075804451809,30.476167909019342,111.1986481068465,30.4727787486411,276,535,1,532,1,10000,0,420,2,313,4,354,4,534,1,111.20424047150757,30.470269307135112,"111.20424047150757,30.470269307135112"
宜昌,宜都,福泽苑,4459,18.643,宜都 宜都市区,城乡路67号,多层,0.55元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,宜都市永升物业有限公司,33,0,//yichang.ganji.com/xiaoqu/fuzeyuanhT9l/,111.45669046771513,30.39495624037197,111.44431238389978,30.391374743617206,69,591,3,563,1,10000,0,327,1,394,6,291,14,820,1,111.45017211013888,30.388947652556833,"111.45017211013888,30.388947652556833"
宜昌,夷陵,妇幼保健院宿舍,6544,-7.521,夷陵 虾子沟,平湖大道16号,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,25,1,//yichang.ganji.com/xiaoqu/fuyoubaojianyuansusheK124/,111.33301230408468,30.781217687906047,111.32071861626058,30.77760666335282,102,472,2,377,1,10000,0,684,1,240,2,350,14,10000,0,111.32649076084458,30.77527701878717,"111.32649076084458,30.77527701878717"
宜昌,夷陵,富华苑,7056,9.838,夷陵 平云,平云二路4号,小高层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2007年,暂无数据,暂无数据,黄金居物业管理中心,70,0,//yichang.ganji.com/xiaoqu/fuhuayuanFz15/,111.33790025385613,30.788903670594948,111.32562303105773,30.785196207697783,153,868,1,476,3,10000,0,10000,0,130,8,110,6,10000,0,111.33140993800352,30.78288001226115,"111.33140993800352,30.78288001226115"
宜昌,西陵,富丽小区,10334,-4.289,西陵 CBD,西陵二路44号,小高层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1999年,暂无数据,暂无数据,业主自管,28,9,//yichang.ganji.com/xiaoqu/fulixiaoqu7d3u/,111.29916424229926,30.71404778618176,111.28691525167108,30.710783258825458,303,754,1,665,5,1333,0,397,1,317,7,186,15,380,4,111.29259012340158,30.708360452531075,"111.29259012340158,30.708360452531075"
宜昌,西陵,富强大夏,9635,29.834,西陵 CBD,清波路4-2号,高层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,15,6,//yichang.ganji.com/xiaoqu/fuqiangdaxia/,111.29791919086243,30.73299458616065,111.28565572079326,30.72970873938421,188,933,0,1043,0,10000,0,1021,0,691,2,477,5,10000,0,111.29132925415283,30.727293419059123,"111.29132925415283,30.727293419059123"
宜昌,西陵,富强大院,5892,-2.967,西陵 CBD,夹湾路11号,小高层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,葛洲坝集团公司机关事务所,葛洲坝物业管理有限公司,126,2,//yichang.ganji.com/xiaoqu/fuqiangdayuan/,111.30599774214421,30.74059987759152,111.29369833417381,30.737329292818774,910,309,1,1024,0,10000,0,2180,0,753,3,753,1,10000,0,111.29939222637014,30.734929975772125,"111.29939222637014,30.734929975772125"
宜昌,秭归,港归广场,6294,0.237,秭归 平湖大道,平湖大道23号,高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,16,1,//yichang.ganji.com/xiaoqu/gangguiguangchang/,110.98059241014052,30.82783385611822,110.96884113532191,30.824244036254353,82,204,3,248,3,528,1,147,2,275,5,0,10,493,1,110.97412776032617,30.821767420024575,"110.97412776032617,30.821767420024575"
宜昌,夷陵,港虹路2巷24号小区,0,0.0,夷陵 城标,港虹路2巷24号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1,0,//yichang.ganji.com/xiaoqu/ganghonglu2xiang24haoxiaoqu/,111.30817020868106,30.76194210734395,111.29585863842811,30.758654575623147,183,10000,0,1009,0,10000,0,1025,0,497,3,510,1,10000,0,111.30155994096933,30.756269664948963,"111.30155994096933,30.756269664948963"
宜昌,当阳,港湾明珠,3683,-0.032,长坂路 当阳城区,"航空路,近长坂坡",高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1,0,//yichang.ganji.com/xiaoqu/gangwanmingzhuA510/,111.82263102738162,30.819101843752495,111.81044626474912,30.815466360853623,1338,1093,0,10000,0,10000,0,10000,0,1126,0,883,1,10000,0,111.81617922268218,30.81300124160295,"111.81617922268218,30.81300124160295"
宜昌,伍家岗,港务小区,8905,4.64,伍家岗 万达,夷陵大道,多层,0.00元/平米/月,商品房住宅,2.50,暂无数据,暂无数据,2003年,50,暂无数据,暂无数据,236,73,//yichang.ganji.com/xiaoqu/gangwuxiaoqu2y30/,111.31874218207537,30.68586398196647,111.30646173023229,30.68253999430354,271,298,2,162,1,929,0,675,4,727,4,321,5,422,1,111.312185040929,30.680136214985502,"111.312185040929,30.680136214985502"
宜昌,西陵,港窑路48号小区,0,0.0,西陵 白龙岗,港窑路48号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3,1,//yichang.ganji.com/xiaoqu/gangyaolu48haoxiaoqu/,111.32885696916851,30.69924424922385,111.316586970842,30.69575825802085,224,1148,0,397,1,1488,0,10000,0,254,4,344,2,10000,0,111.322340098666,30.69337959943686,"111.322340098666,30.69337959943686"
宜昌,东山,港窑路515宿舍,6983,-4.66,东山 南苑,港窑路,多层|小高层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,2001年,暂无数据,暂无数据,暂无数据,4,3,//yichang.ganji.com/xiaoqu/gangyaolu515sushe/,0,0,-0.00650455831441379,-0.00600417360719818,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,-0.00650455831441379,-0.00600417360719818,"-0.00650455831441379,-0.00600417360719818"
宜昌,西陵,港窑路小区,0,0.0,西陵 白龙岗,港窑路9-15号(单号),多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,9,4,//yichang.ganji.com/xiaoqu/gangyaoluxiaoqu/,111.32604181264946,30.6965562712935,111.3137683128775,30.69312071124746,130,798,1,798,1,1200,0,1614,0,164,5,602,5,10000,0,111.31951314966115,30.690735453756528,"111.31951314966115,30.690735453756528"
宜昌,枝江,高峡社区,2006,-1.111,其他 玛瑙河大道,金龙路22-3号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3,0,//yichang.ganji.com/xiaoqu/gaoxiashequ/,111.35099816717734,30.670090784801964,111.33875220946457,30.666212305347504,601,10000,0,808,1,10000,0,1081,0,1106,0,1199,0,10000,0,111.34456558243153,30.663862003242766,"111.34456558243153,30.663862003242766"
